YEAR,STATE,SMOKE_EVERYDAY,SMOKE_SOME_DAYS,FORMER_SMOKER,NEVER_SMOKED,LOCATION_1
2000,Nebraska,0.165,0.048,0.243,0.545,"Nebraska
(41.6410400000961, -99.36572999973953)"
2001,Georgia,0.175,0.061,0.212,0.551,"Georgia
(32.83967999993223, -83.62758000031658)"
1998,"Nationwide (States, DC, and Territories)",0.185,0.046,0.243,0.522,NA
1996,Rhode Island,0.17800000000000002,0.047,0.271,0.504,"Rhode Island
(41.70828000002217, -71.5224700001902)"
2005,Arkansas,0.18100000000000002,0.054000000000000006,0.249,0.516,"Arkansas
(34.748649999697875, -92.27448999971358)"
1995,North Carolina,0.23,0.027000000000000003,0.226,0.516,"North Carolina
(35.46624999963797, -79.1593199999179)"
2007,Mississippi,0.185,0.054000000000000006,0.212,0.5479999999999999,"Mississippi
(32.7455100000866, -89.53803000008429)"
1999,Delaware,0.207,0.048,0.239,0.506,"Delaware
(39.00883000020451, -75.57774000040052)"
2004,Louisiana,0.16899999999999998,0.066,0.2,0.565,"Louisiana
(31.31265999975932, -92.44567999993188)"
2003,New York,0.165,0.051,0.254,0.53,"New York
(42.82699999955048, -75.54396999981549)"
1995,California,0.127,0.025,0.282,0.5670000000000001,"California
(37.638300000444815, -120.99958999997835)"
2005,Idaho,0.133,0.046,0.22699999999999998,0.593,"Idaho
(43.682590000228515, -114.36368000023168)"
2002,Kentucky,0.29100000000000004,0.035,0.22,0.455,"Kentucky
(37.645969999815804, -84.77496999996538)"
2010,Nebraska,0.125,0.047,0.252,0.5760000000000001,"Nebraska
(41.6410400000961, -99.36572999973953)"
2009,Montana,0.122,0.046,0.264,0.568,"Montana
(47.06653000015956, -109.42441999998289)"
2009,Oregon,0.131,0.047,0.276,0.545,"Oregon
(44.567449999917756, -120.15502999983448)"
2002,Louisiana,0.19,0.049,0.192,0.57,"Louisiana
(31.31265999975932, -92.44567999993188)"
2008,New Jersey,0.107,0.040999999999999995,0.243,0.609,"New Jersey
(40.13056999960594, -74.2736899996936)"
1997,West Virginia,0.245,0.028999999999999998,0.243,0.48200000000000004,"West Virginia
(38.66550999958696, -80.71263999973604)"
2001,Texas,0.155,0.069,0.207,0.569,"Texas
(31.82724000022597, -99.42676999973554)"
2007,Vermont,0.138,0.038,0.307,0.517,"Vermont
(43.625379999687425, -72.51764000028561)"
1999,New Hampshire,0.18,0.043,0.29,0.48700000000000004,"New Hampshire
(43.65595000019255, -71.50036000041354)"
1998,Kentucky,0.28,0.027999999999999997,0.22899999999999998,0.46299999999999997,"Kentucky
(37.645969999815804, -84.77496999996538)"
2006,Florida,0.16,0.051,0.261,0.529,"Florida
(28.932039999846268, -81.9289599999039)"
2000,Colorado,0.15,0.05,0.262,0.5379999999999999,"Colorado
(38.842890000173554, -106.13314000041055)"
2007,Wisconsin,0.146,0.05,0.259,0.545,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2008,New Mexico,0.128,0.066,0.249,0.557,"New Mexico
(34.52088000011207, -106.24057999976702)"
1998,Louisiana,0.205,0.05,0.198,0.547,"Louisiana
(31.31265999975932, -92.44567999993188)"
2002,Texas,0.166,0.062,0.209,0.562,"Texas
(31.82724000022597, -99.42676999973554)"
2004,South Dakota,0.141,0.063,0.23600000000000002,0.56,"South Dakota
(44.353130000049646, -100.37353000040906)"
1998,Iowa,0.183,0.051,0.237,0.53,"Iowa
(42.469390000048634, -93.81649000001335)"
2003,Alaska,0.193,0.07,0.261,0.47700000000000004,"Alaska
(64.84507999974238, -147.72205999986895)"
2002,New Hampshire,0.18600000000000003,0.046,0.302,0.466,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2002,District of Columbia,0.134,0.07,0.204,0.5920000000000001,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2010,North Dakota,0.122,0.051,0.24100000000000002,0.586,"North Dakota
(47.475320000018144, -100.11841999998285)"
2005,Maryland,0.134,0.055,0.22899999999999998,0.583,"Maryland
(39.29057999976732, -76.6092600004485)"
2000,Vermont,0.165,0.049,0.3,0.485,"Vermont
(43.625379999687425, -72.51764000028561)"
2005,Florida,0.152,0.065,0.267,0.516,"Florida
(28.932039999846268, -81.9289599999039)"
2002,Wisconsin,0.185,0.049,0.273,0.494,"Wisconsin
(44.39319000021851, -89.81636999977553)"
2001,New Hampshire,0.19,0.051,0.28800000000000003,0.47100000000000003,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2001,Pennsylvania,0.18899999999999997,0.055999999999999994,0.242,0.513,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
2010,District of Columbia,0.1,0.057,0.23399999999999999,0.61,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2000,Maryland,0.152,0.053,0.235,0.56,"Maryland
(39.29057999976732, -76.6092600004485)"
2007,Wyoming,0.175,0.046,0.248,0.531,"Wyoming
(43.23553999957147, -108.10982999975454)"
1996,Kansas,0.18600000000000003,0.035,0.195,0.584,"Kansas
(38.34774000000118, -98.20077999969709)"
1999,Maine,0.198,0.035,0.295,0.47200000000000003,"Maine
(45.25423000041434, -68.9850299999344)"
1997,Kansas,0.183,0.043,0.19399999999999998,0.58,"Kansas
(38.34774000000118, -98.20077999969709)"
2010,South Dakota,0.113,0.040999999999999995,0.27,0.5760000000000001,"South Dakota
(44.353130000049646, -100.37353000040906)"
1996,New Hampshire,0.20600000000000002,0.042,0.29100000000000004,0.461,"New Hampshire
(43.65595000019255, -71.50036000041354)"
2000,Montana,0.159,0.028999999999999998,0.298,0.514,"Montana
(47.06653000015956, -109.42441999998289)"
2004,Idaho,0.134,0.040999999999999995,0.23399999999999999,0.5920000000000001,"Idaho
(43.682590000228515, -114.36368000023168)"
1996,Indiana,0.249,0.037000000000000005,0.237,0.47600000000000003,"Indiana
(39.76690999989677, -86.14996000035359)"
2006,Alabama,0.17600000000000002,0.055,0.23399999999999999,0.535,"Alabama
(32.840569999605975, -86.63186000013877)"
2006,Idaho,0.129,0.039,0.23,0.602,"Idaho
(43.682590000228515, -114.36368000023168)"
1999,New Jersey,0.146,0.06,0.213,0.581,"New Jersey
(40.13056999960594, -74.2736899996936)"
2010,Mississippi,0.171,0.057999999999999996,0.22,0.55,"Mississippi
(32.7455100000866, -89.53803000008429)"
2001,Ohio,0.21899999999999997,0.057999999999999996,0.23399999999999999,0.49,"Ohio
(40.06020999969189, -82.40426000019869)"
2007,Connecticut,0.113,0.040999999999999995,0.305,0.541,"Connecticut
(41.56265999995918, -72.6498400002157)"
2001,Nevada,0.20800000000000002,0.061,0.262,0.469,"Nevada
(39.49323999972637, -117.07183999971608)"
2000,New Mexico,0.16899999999999998,0.066,0.258,0.506,"New Mexico
(34.52088000011207, -106.24057999976702)"
2010,Montana,0.135,0.053,0.272,0.54,"Montana
(47.06653000015956, -109.42441999998289)"
1999,Mississippi,0.185,0.044000000000000004,0.203,0.568,"Mississippi
(32.7455100000866, -89.53803000008429)"
2006,Maine,0.159,0.05,0.304,0.48700000000000004,"Maine
(45.25423000041434, -68.9850299999344)"
2005,Utah,0.085,0.03,0.16,0.725,"Utah
(39.36070000030492, -111.58712999994941)"
2006,Georgia,0.141,0.057999999999999996,0.212,0.588,"Georgia
(32.83967999993223, -83.62758000031658)"
2010,Kentucky,0.193,0.055,0.26,0.49200000000000005,"Kentucky
(37.645969999815804, -84.77496999996538)"
1997,Minnesota,0.16699999999999998,0.052000000000000005,0.22399999999999998,0.557,"Minnesota
(46.3556499998478, -94.79419999982997)"
1999,Alaska,0.192,0.081,0.257,0.47,"Alaska
(64.84507999974238, -147.72205999986895)"
2010,Maryland,0.105,0.047,0.239,0.609,"Maryland
(39.29057999976732, -76.6092600004485)"
2007,Minnesota,0.124,0.040999999999999995,0.276,0.5589999999999999,"Minnesota
(46.3556499998478, -94.79419999982997)"
1998,Alaska,0.198,0.063,0.254,0.484,"Alaska
(64.84507999974238, -147.72205999986895)"
1996,Hawaii,0.183,0.04,0.24100000000000002,0.537,"Hawaii
(21.304850000427336, -157.85774999956269)"
2002,Oklahoma,0.218,0.048,0.218,0.516,"Oklahoma
(35.4720099999617, -97.52034999975251)"
2005,Wyoming,0.163,0.051,0.267,0.519,"Wyoming
(43.23553999957147, -108.10982999975454)"
2002,Pennsylvania,0.195,0.051,0.257,0.49700000000000005,"Pennsylvania
(40.79372999993973, -77.86069999960512)"
1997,Arizona,0.184,0.027000000000000003,0.136,0.653,"Arizona
(34.86596999961597, -111.76380999973156)"
2009,West Virginia,0.207,0.049,0.245,0.499,"West Virginia
(38.66550999958696, -80.71263999973604)"
2008,West Virginia,0.215,0.051,0.254,0.48100000000000004,"West Virginia
(38.66550999958696, -80.71263999973604)"
2003,Michigan,0.207,0.054000000000000006,0.258,0.48100000000000004,"Michigan
(44.661320000317914, -84.71438999959867)"
2009,Connecticut,0.107,0.047,0.282,0.563,"Connecticut
(41.56265999995918, -72.6498400002157)"
1998,District of Columbia,0.151,0.066,0.17,0.613,"District of Columbia
(38.89036999987576, -77.03195999965413)"
2007,California,0.08800000000000001,0.055,0.22899999999999998,0.628,"California
(37.638300000444815, -120.99958999997835)"
2006,Vermont,0.14,0.04,0.309,0.511,"Vermont
(43.625379999687425, -72.51764000028561)"
2010,"Nationwide (States, DC, and Territories)",0.12300000000000001,0.048,0.247,0.568,NA
2010,Nationwide (States and DC),0.124,0.048,0.251,0.5660000000000001,NA
2009,"Nationwide (States, DC, and Territories)",0.127,0.05,0.255,0.555,NA
2009,Nationwide (States and DC),0.128,0.05,0.255,0.5529999999999999,NA
2008,"Nationwide (States, DC, and Territories)",0.134,0.049,0.251,0.555,NA
2008,Nationwide (States and DC),0.134,0.049,0.252,0.5539999999999999,NA
2007,"Nationwide (States, DC, and Territories)",0.145,0.052000000000000005,0.244,0.5489999999999999,NA
2007,Nationwide (States and DC),0.145,0.052000000000000005,0.24600000000000002,0.5479999999999999,NA
2006,"Nationwide (States, DC, and Territories)",0.147,0.051,0.245,0.545,NA
2006,Nationwide (States and DC),0.149,0.051,0.247,0.5429999999999999,NA
2005,"Nationwide (States, DC, and Territories)",0.153,0.052000000000000005,0.244,0.541,NA
2005,Nationwide (States and DC),0.153,0.053,0.248,0.54,NA
2004,"Nationwide (States, DC, and Territories)",0.156,0.054000000000000006,0.24,0.55,NA
2004,Nationwide (States and DC),0.158,0.054000000000000006,0.24100000000000002,0.546,NA
2003,"Nationwide (States, DC, and Territories)",0.16699999999999998,0.051,0.252,0.521,NA
2003,Nationwide (States and DC),0.16899999999999998,0.051,0.252,0.52,NA
2002,"Nationwide (States, DC, and Territories)",0.17800000000000002,0.05,0.244,0.523,NA
2002,Nationwide (States and DC),0.17800000000000002,0.05,0.247,0.52,NA
2001,"Nationwide (States, DC, and Territories)",0.174,0.055999999999999994,0.247,0.518,NA
2001,Nationwide (States and DC),0.174,0.057,0.247,0.513,NA
2000,"Nationwide (States, DC, and Territories)",0.17600000000000002,0.051,0.243,0.526,NA
2000,Nationwide (States and DC),0.177,0.051,0.243,0.523,NA
1999,"Nationwide (States, DC, and Territories)",0.18,0.048,0.24,0.525,NA
1999,Nationwide (States and DC),0.18,0.048,0.24,0.524,NA
1998,Nationwide (States and DC),0.185,0.045,0.243,0.52,NA
1997,"Nationwide (States, DC, and Territories)",0.191,0.043,0.243,0.521,NA
1997,Nationwide (States and DC),0.191,0.043,0.243,0.519,NA
1996,"Nationwide (States, DC, and Territories)",0.195,0.04,0.23800000000000002,0.522,NA
1996,Nationwide (States and DC),0.196,0.04,0.24,0.52,NA
1995,"Nationwide (States, DC, and Territories)",0.19899999999999998,0.026000000000000002,0.253,0.516,NA
1995,Nationwide (States and DC),0.19899999999999998,0.026000000000000002,0.253,0.516,NA
2010,Guam,0.19699999999999998,0.061,0.166,0.5760000000000001,"(13.45, 144.7833)"
2009,Guam,0.18899999999999997,0.052000000000000005,0.111,0.648,"(13.45, 144.7833)"
2010,Virgin Islands,0.036000000000000004,0.022000000000000002,0.105,0.8370000000000001,"(18.3333, -64.8333)"
2009,Virgin Islands,0.039,0.026000000000000002,0.111,0.825,"(18.3333, -64.8333)"
