GeoType,Geography,Label,Lower CL,Percent,Program,RSE,SubPop Group,Subpop,TimePeriod,Upper CL,Years
State,State,Anyone smoked in home in the past 30 days,16.7,19.5,Tobacco,7.4,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,22.4,2015
State,State,Anyone smoked in home in the past 30 days,11.4,13.9,Tobacco,9.2,14+ days of poor mental health in the past month,Mental Health Status,1-year,16.4,2015
State,State,Anyone smoked in home in the past 30 days,5.1,5.7,Tobacco,5.3,<14 days of poor mental health in the past month,Mental Health Status,1-year,6.3,2015
State,State,Anyone smoked in home in the past 30 days,6,6.6,Tobacco,4.6,OVERALL,Overall,1-year,7.2,2015
State,State,Anyone smoked in home in the past 30 days,10.2,12.4,Tobacco,9,14+ days of poor physical health in the past month,Physical Health Status,1-year,14.6,2015
State,State,Anyone smoked in home in the past 30 days,5.3,5.9,Tobacco,5.3,<14 days of poor physical health in the past month,Physical Health Status,1-year,6.5,2015
State,State,Anyone smoked in home in the past 30 days,9.2,17.6,Tobacco,24.3,American Indian or Alaskan Native,Race,1-year,26,2015
State,State,Anyone smoked in home in the past 30 days,,,Tobacco,32.9,Asian,Race,1-year,,2015
State,State,Anyone smoked in home in the past 30 days,6.1,10.5,Tobacco,21.5,Black or African American,Race,1-year,14.9,2015
State,State,Anyone smoked in home in the past 30 days,3.1,5.2,Tobacco,20.1,Hispanic,Race,1-year,7.2,2015
State,State,Anyone smoked in home in the past 30 days,8.9,14.2,Tobacco,18.9,Multiracial,Race,1-year,19.5,2015
State,State,Anyone smoked in home in the past 30 days,,,Tobacco,101.3,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,Anyone smoked in home in the past 30 days,,,Tobacco,45.2,Other race,Race,1-year,,2015
State,State,Anyone smoked in home in the past 30 days,6,6.7,Tobacco,5.1,White,Race,1-year,7.4,2015
State,State,Anyone smoked in home in the past 30 days,7.2,8.4,Tobacco,7,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,9.5,2015
State,State,Anyone smoked in home in the past 30 days,4.9,5.6,Tobacco,6.1,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,6.3,2015
State,State,Anyone smoked in home in the past 30 days,4.9,5.6,Tobacco,6.8,Female,Sex,1-year,6.4,2015
State,State,Anyone smoked in home in the past 30 days,6.7,7.6,Tobacco,6.2,Male,Sex,1-year,8.6,2015
State,State,Anyone smoked in home in the past 30 days,5.7,6.3,Tobacco,4.9,Heterosexual,Sexual Orientation,1-year,6.9,2015
State,State,Anyone smoked in home in the past 30 days,9.9,14.6,Tobacco,16.3,"Lesbian, gay or bisexual",Sexual Orientation,1-year,19.2,2015
State,State,Anyone smoked in home in the past 30 days,5.9,6.5,Tobacco,5,Non Veteran,Veteran Status,1-year,7.1,2015
State,State,Anyone smoked in home in the past 30 days,5.9,7.5,Tobacco,10.9,Veteran,Veteran Status,1-year,9.1,2015
State,State,Anyone smoked in home in the past 30 days,6.2,7.3,Tobacco,7.5,Normal or underweight,Weight Status,1-year,8.4,2015
State,State,Anyone smoked in home in the past 30 days,5.9,6.7,Tobacco,5.9,Overweight or obese,Weight Status,1-year,7.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,40.9,52.5,Tobacco,11.2,Age 18 to 24,Age,1-year,64.1,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,49.6,58.2,Tobacco,7.6,Age 25 to 34,Age,1-year,66.8,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,54.6,62.5,Tobacco,6.5,Age 35 to 44,Age,1-year,70.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,63.9,70.3,Tobacco,4.6,Age 45 to 54,Age,1-year,76.7,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,76.9,81.3,Tobacco,2.7,Age 55 to 64,Age,1-year,85.6,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,67.1,73.4,Tobacco,4.4,Age 65 or older,Age,1-year,79.7,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,68,73.5,Tobacco,3.8,"$35,000 to $74,999",Annual Household Income (V1),1-year,78.9,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,53.9,61.2,Tobacco,6,"$75,000 or more",Annual Household Income (V1),1-year,68.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,61.6,66.6,Tobacco,3.9,"Less than $35,000",Annual Household Income (V1),1-year,71.7,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,64.1,70.3,Tobacco,4.5,"$25,000 to <$50,000",Annual Household Income (V2),1-year,76.6,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,61.2,69.3,Tobacco,6,"$50,000 to <$75,000",Annual Household Income (V2),1-year,77.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,53.9,61.2,Tobacco,6,"$75,000+",Annual Household Income (V2),1-year,68.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,62.8,68.6,Tobacco,4.3,"Less than $25,000",Annual Household Income (V2),1-year,74.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,58,62.1,Tobacco,3.4,Does not have arthritis,Arthritis Status,1-year,66.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,72.1,76.7,Tobacco,3,Has arthritis,Arthritis Status,1-year,81.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,70.3,77.8,Tobacco,4.9,Currently has asthma,Asthma Status,1-year,85.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,61.4,64.9,Tobacco,2.7,Does not currently have asthma,Asthma Status,1-year,68.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,57,63.5,Tobacco,5.2,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,70,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,65.1,68.7,Tobacco,2.7,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,72.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,59.5,65.3,Tobacco,4.5,Children in household,Children In Household,1-year,71.1,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,64,67.8,Tobacco,2.8,No children in household,Children In Household,1-year,71.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,70.3,73.7,Tobacco,2.3,Current smoker,Current Cigarette Smoking,1-year,77.1,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,32.2,39.4,Tobacco,9.4,Never or former smoker,Current Cigarette Smoking,1-year,46.7,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,68.1,72.6,Tobacco,3.2,Living with a disability,Disability Status,1-year,77.1,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,58.5,62.8,Tobacco,3.5,Not living with a disability,Disability Status,1-year,67.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,58.7,62.5,Tobacco,3.2,"Excellent, very good or good health",General Health Status,1-year,66.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,73.1,78.2,Tobacco,3.3,Fair or poor health,General Health Status,1-year,83.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,51.2,58.5,Tobacco,6.4,Does not have a personal doctor,Has A Personal Doctor,1-year,65.8,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,65.5,69,Tobacco,2.6,Has personal doctor,Has A Personal Doctor,1-year,72.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,64,67.2,Tobacco,2.5,Has health insurance,Health Care Coverage Status,1-year,70.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,49.8,61.7,Tobacco,9.8,No health insurance,Health Care Coverage Status,1-year,73.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,52.9,60.1,Tobacco,6.1,College graduate,Level Of Education (Age 25+),1-year,67.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,65.5,70.5,Tobacco,3.6,High graduate or less,Level Of Education (Age 25+),1-year,75.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,64.6,69.6,Tobacco,3.7,Some college or technical school,Level Of Education (Age 25+),1-year,74.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,65.6,69.9,Tobacco,3.1,Owns home,Living Arrangement,1-year,74.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,60.3,65.2,Tobacco,3.9,Rents home,Living Arrangement,1-year,70.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,65.6,69.3,Tobacco,2.7,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,72.9,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,55.4,61.8,Tobacco,5.3,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,68.1,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,62.6,69.3,Tobacco,4.9,14+ days of poor mental health in the past month,Mental Health Status,1-year,75.9,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,62.1,65.7,Tobacco,2.8,<14 days of poor mental health in the past month,Mental Health Status,1-year,69.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,63.7,66.8,Tobacco,2.4,OVERALL,Overall,1-year,70,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,70.3,76.1,Tobacco,3.9,14+ days of poor physical health in the past month,Physical Health Status,1-year,81.9,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,60.8,64.5,Tobacco,2.9,<14 days of poor physical health in the past month,Physical Health Status,1-year,68.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,59.4,75.4,Tobacco,10.8,American Indian or Alaskan Native,Race,1-year,91.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,34.3,59.5,Tobacco,21.6,Asian,Race,1-year,84.7,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,57.4,72.9,Tobacco,10.9,Black or African American,Race,1-year,88.4,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,52.9,64.6,Tobacco,9.2,Hispanic,Race,1-year,76.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,45.1,61.4,Tobacco,13.5,Multiracial,Race,1-year,77.6,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,,,Tobacco,42.7,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,59.6,82.7,Tobacco,14.3,Other race,Race,1-year,100,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,63.1,66.7,Tobacco,2.8,White,Race,1-year,70.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,57.5,63.1,Tobacco,4.6,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,68.8,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,65.4,69.3,Tobacco,2.8,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,73.1,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,62.1,66.6,Tobacco,3.5,Female,Sex,1-year,71.2,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,62.5,67,Tobacco,3.4,Male,Sex,1-year,71.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,64.2,67.6,Tobacco,2.5,Heterosexual,Sexual Orientation,1-year,70.9,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,47.2,59.9,Tobacco,10.8,"Lesbian, gay or bisexual",Sexual Orientation,1-year,72.6,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,61.5,65,Tobacco,2.8,Non Veteran,Veteran Status,1-year,68.5,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,69.8,76.7,Tobacco,4.6,Veteran,Veteran Status,1-year,83.7,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,60.2,65.8,Tobacco,4.3,Normal or underweight,Weight Status,1-year,71.3,2015
State,State,Current and recent smokers advised to quit smoking by a health provider,63.4,67.4,Tobacco,3,Overweight or obese,Weight Status,1-year,71.5,2015
State,State,Current cigarette smoking,11.6,14.4,Tobacco,10.1,Age 18 to 24,Age,1-year,17.3,2015
State,State,Current cigarette smoking,15.1,17.6,Tobacco,7.3,Age 25 to 34,Age,1-year,20.1,2015
State,State,Current cigarette smoking,13.9,16.2,Tobacco,7.2,Age 35 to 44,Age,1-year,18.5,2015
State,State,Current cigarette smoking,15.8,18,Tobacco,6.1,Age 45 to 54,Age,1-year,20.1,2015
State,State,Current cigarette smoking,14.6,16.3,Tobacco,5.4,Age 55 to 64,Age,1-year,18,2015
State,State,Current cigarette smoking,7,8,Tobacco,6.5,Age 65 or older,Age,1-year,9,2015
State,State,Current cigarette smoking,12.8,14.4,Tobacco,5.5,"$35,000 to $74,999",Annual Household Income (V1),1-year,15.9,2015
State,State,Current cigarette smoking,7,8.1,Tobacco,7.2,"$75,000 or more",Annual Household Income (V1),1-year,9.2,2015
State,State,Current cigarette smoking,21.3,23.3,Tobacco,4.4,"Less than $35,000",Annual Household Income (V1),1-year,25.3,2015
State,State,Current cigarette smoking,15.9,18,Tobacco,6.1,"$25,000 to <$50,000",Annual Household Income (V2),1-year,20.1,2015
State,State,Current cigarette smoking,10.9,12.8,Tobacco,7.8,"$50,000 to <$75,000",Annual Household Income (V2),1-year,14.8,2015
State,State,Current cigarette smoking,7,8.1,Tobacco,7.2,"$75,000+",Annual Household Income (V2),1-year,9.2,2015
State,State,Current cigarette smoking,22.1,24.5,Tobacco,4.9,"Less than $25,000",Annual Household Income (V2),1-year,26.8,2015
State,State,Current cigarette smoking,12.7,13.7,Tobacco,3.7,Does not have arthritis,Arthritis Status,1-year,14.7,2015
State,State,Current cigarette smoking,16.9,18.6,Tobacco,4.6,Has arthritis,Arthritis Status,1-year,20.3,2015
State,State,Current cigarette smoking,15.5,18.4,Tobacco,7.9,Currently has asthma,Asthma Status,1-year,21.2,2015
State,State,Current cigarette smoking,13.6,14.5,Tobacco,3.2,Does not currently have asthma,Asthma Status,1-year,15.4,2015
State,State,Current cigarette smoking,23.4,26.2,Tobacco,5.4,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,28.9,2015
State,State,Current cigarette smoking,11.7,12.5,Tobacco,3.5,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,13.4,2015
State,State,Current cigarette smoking,13.3,14.9,Tobacco,5.3,Children in household,Children In Household,1-year,16.4,2015
State,State,Current cigarette smoking,14.1,15.1,Tobacco,3.5,No children in household,Children In Household,1-year,16.1,2015
State,State,Current cigarette smoking,19.6,21.4,Tobacco,4.3,Living with a disability,Disability Status,1-year,23.2,2015
State,State,Current cigarette smoking,11.7,12.6,Tobacco,3.9,Not living with a disability,Disability Status,1-year,13.6,2015
State,State,Current cigarette smoking,12.1,13,Tobacco,3.5,"Excellent, very good or good health",General Health Status,1-year,13.9,2015
State,State,Current cigarette smoking,23.3,25.9,Tobacco,5.1,Fair or poor health,General Health Status,1-year,28.6,2015
State,State,Current cigarette smoking,18.9,21.2,Tobacco,5.5,Does not have a personal doctor,Has A Personal Doctor,1-year,23.5,2015
State,State,Current cigarette smoking,12.3,13.2,Tobacco,3.4,Has personal doctor,Has A Personal Doctor,1-year,14.1,2015
State,State,Current cigarette smoking,13.6,14.5,Tobacco,3.1,Has health insurance,Health Care Coverage Status,1-year,15.4,2015
State,State,Current cigarette smoking,15.8,19.2,Tobacco,9.2,No health insurance,Health Care Coverage Status,1-year,22.7,2015
State,State,Current cigarette smoking,4.5,5.3,Tobacco,7.1,College graduate,Level Of Education (Age 25+),1-year,6,2015
State,State,Current cigarette smoking,21.3,23.3,Tobacco,4.3,High graduate or less,Level Of Education (Age 25+),1-year,25.3,2015
State,State,Current cigarette smoking,14.7,16.2,Tobacco,4.7,Some college or technical school,Level Of Education (Age 25+),1-year,17.7,2015
State,State,Current cigarette smoking,10,11,Tobacco,4.3,Owns home,Living Arrangement,1-year,11.9,2015
State,State,Current cigarette smoking,21.6,23.5,Tobacco,4.1,Rents home,Living Arrangement,1-year,25.4,2015
State,State,Current cigarette smoking,10.8,11.6,Tobacco,3.8,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,12.5,2015
State,State,Current cigarette smoking,31.7,35.3,Tobacco,5.1,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,38.8,2015
State,State,Current cigarette smoking,24.1,27.2,Tobacco,5.9,14+ days of poor mental health in the past month,Mental Health Status,1-year,30.4,2015
State,State,Current cigarette smoking,12.4,13.3,Tobacco,3.4,<14 days of poor mental health in the past month,Mental Health Status,1-year,14.1,2015
State,State,Current cigarette smoking,14.1,15,Tobacco,2.9,OVERALL,Overall,1-year,15.8,2015
State,State,Current cigarette smoking,22.3,25.1,Tobacco,5.8,14+ days of poor physical health in the past month,Physical Health Status,1-year,28,2015
State,State,Current cigarette smoking,12.7,13.6,Tobacco,3.4,<14 days of poor physical health in the past month,Physical Health Status,1-year,14.4,2015
State,State,Current cigarette smoking,25.2,34.6,Tobacco,13.9,American Indian or Alaskan Native,Race,1-year,44,2015
State,State,Current cigarette smoking,5.4,8.4,Tobacco,18.3,Asian,Race,1-year,11.4,2015
State,State,Current cigarette smoking,15.5,21.9,Tobacco,14.9,Black or African American,Race,1-year,28.3,2015
State,State,Current cigarette smoking,9.8,12.8,Tobacco,11.7,Hispanic,Race,1-year,15.7,2015
State,State,Current cigarette smoking,20.6,27.2,Tobacco,12.5,Multiracial,Race,1-year,33.9,2015
State,State,Current cigarette smoking,,,Tobacco,34.8,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,Current cigarette smoking,,,Tobacco,34,Other race,Race,1-year,,2015
State,State,Current cigarette smoking,13.9,14.8,Tobacco,3.3,White,Race,1-year,15.8,2015
State,State,Current cigarette smoking,16.2,17.8,Tobacco,4.7,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,19.5,2015
State,State,Current cigarette smoking,12.1,13.1,Tobacco,3.8,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,14.1,2015
State,State,Current cigarette smoking,12.3,13.4,Tobacco,4.2,Female,Sex,1-year,14.5,2015
State,State,Current cigarette smoking,15.3,16.6,Tobacco,4.1,Male,Sex,1-year,17.9,2015
State,State,Current cigarette smoking,14.2,15.2,Tobacco,3.1,Heterosexual,Sexual Orientation,1-year,16.1,2015
State,State,Current cigarette smoking,12.9,17.3,Tobacco,13.1,"Lesbian, gay or bisexual",Sexual Orientation,1-year,21.8,2015
State,State,Current cigarette smoking,13.8,14.7,Tobacco,3.2,Non Veteran,Veteran Status,1-year,15.6,2015
State,State,Current cigarette smoking,14.7,17.1,Tobacco,7.1,Veteran,Veteran Status,1-year,19.4,2015
State,State,Current cigarette smoking,14,15.5,Tobacco,5,Normal or underweight,Weight Status,1-year,17,2015
State,State,Current cigarette smoking,14.2,15.3,Tobacco,3.7,Overweight or obese,Weight Status,1-year,16.5,2015
State,State,Current smokeless tobacco use,2.9,4.3,Tobacco,16.4,Age 18 to 24,Age,1-year,5.7,2015
State,State,Current smokeless tobacco use,3,4.3,Tobacco,14.8,Age 25 to 34,Age,1-year,5.5,2015
State,State,Current smokeless tobacco use,4,5.5,Tobacco,13.8,Age 35 to 44,Age,1-year,6.9,2015
State,State,Current smokeless tobacco use,2.3,3.2,Tobacco,14.3,Age 45 to 54,Age,1-year,4,2015
State,State,Current smokeless tobacco use,1.7,2.4,Tobacco,14.4,Age 55 to 64,Age,1-year,3.1,2015
State,State,Current smokeless tobacco use,0.8,1.2,Tobacco,17,Age 65 or older,Age,1-year,1.6,2015
State,State,Current smokeless tobacco use,2.8,3.7,Tobacco,11.8,"$35,000 to $74,999",Annual Household Income (V1),1-year,4.5,2015
State,State,Current smokeless tobacco use,2.8,3.7,Tobacco,11.5,"$75,000 or more",Annual Household Income (V1),1-year,4.5,2015
State,State,Current smokeless tobacco use,2.5,3.3,Tobacco,12.5,"Less than $35,000",Annual Household Income (V1),1-year,4,2015
State,State,Current smokeless tobacco use,1.9,2.8,Tobacco,15.7,"$25,000 to <$50,000",Annual Household Income (V2),1-year,3.6,2015
State,State,Current smokeless tobacco use,3,4.3,Tobacco,14.9,"$50,000 to <$75,000",Annual Household Income (V2),1-year,5.5,2015
State,State,Current smokeless tobacco use,2.8,3.7,Tobacco,11.5,"$75,000+",Annual Household Income (V2),1-year,4.5,2015
State,State,Current smokeless tobacco use,2.6,3.6,Tobacco,14,"Less than $25,000",Annual Household Income (V2),1-year,4.6,2015
State,State,Current smokeless tobacco use,3,3.5,Tobacco,7.4,Does not have arthritis,Arthritis Status,1-year,4,2015
State,State,Current smokeless tobacco use,2,2.7,Tobacco,13.3,Has arthritis,Arthritis Status,1-year,3.4,2015
State,State,Current smokeless tobacco use,1.9,3.4,Tobacco,22.5,Currently has asthma,Asthma Status,1-year,4.9,2015
State,State,Current smokeless tobacco use,3,3.4,Tobacco,6.7,Does not currently have asthma,Asthma Status,1-year,3.9,2015
State,State,Current smokeless tobacco use,5.4,6.9,Tobacco,11.4,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,8.5,2015
State,State,Current smokeless tobacco use,2.2,2.6,Tobacco,8,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,3,2015
State,State,Current smokeless tobacco use,3.5,4.4,Tobacco,10.1,Children in household,Children In Household,1-year,5.3,2015
State,State,Current smokeless tobacco use,2.4,2.8,Tobacco,8.2,No children in household,Children In Household,1-year,3.3,2015
State,State,Current smokeless tobacco use,5,6.6,Tobacco,12.2,Current smoker,Current Cigarette Smoking,1-year,8.2,2015
State,State,Current smokeless tobacco use,2.4,2.8,Tobacco,7.6,Never or former smoker,Current Cigarette Smoking,1-year,3.2,2015
State,State,Current smokeless tobacco use,2.6,3.5,Tobacco,12.1,Living with a disability,Disability Status,1-year,4.3,2015
State,State,Current smokeless tobacco use,2.9,3.4,Tobacco,7.6,Not living with a disability,Disability Status,1-year,3.9,2015
State,State,Current smokeless tobacco use,3,3.5,Tobacco,6.9,"Excellent, very good or good health",General Health Status,1-year,3.9,2015
State,State,Current smokeless tobacco use,1.9,2.8,Tobacco,16.9,Fair or poor health,General Health Status,1-year,3.7,2015
State,State,Current smokeless tobacco use,3.5,4.5,Tobacco,11.6,Does not have a personal doctor,Has A Personal Doctor,1-year,5.6,2015
State,State,Current smokeless tobacco use,2.6,3,Tobacco,7.8,Has personal doctor,Has A Personal Doctor,1-year,3.5,2015
State,State,Current smokeless tobacco use,3,3.4,Tobacco,6.8,Has health insurance,Health Care Coverage Status,1-year,3.9,2015
State,State,Current smokeless tobacco use,1.8,3,Tobacco,21.1,No health insurance,Health Care Coverage Status,1-year,4.3,2015
State,State,Current smokeless tobacco use,1.6,2.1,Tobacco,12,College graduate,Level Of Education (Age 25+),1-year,2.6,2015
State,State,Current smokeless tobacco use,2.6,3.5,Tobacco,12.4,High graduate or less,Level Of Education (Age 25+),1-year,4.3,2015
State,State,Current smokeless tobacco use,3.2,4.1,Tobacco,11,Some college or technical school,Level Of Education (Age 25+),1-year,5,2015
State,State,Current smokeless tobacco use,2.6,3.1,Tobacco,8.5,Owns home,Living Arrangement,1-year,3.6,2015
State,State,Current smokeless tobacco use,3,3.8,Tobacco,10.8,Rents home,Living Arrangement,1-year,4.6,2015
State,State,Current smokeless tobacco use,2.5,3,Tobacco,7.7,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,3.4,2015
State,State,Current smokeless tobacco use,2.7,4.1,Tobacco,17,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,5.5,2015
State,State,Current smokeless tobacco use,2.9,4.3,Tobacco,16.4,14+ days of poor mental health in the past month,Mental Health Status,1-year,5.6,2015
State,State,Current smokeless tobacco use,2.8,3.2,Tobacco,7.1,<14 days of poor mental health in the past month,Mental Health Status,1-year,3.7,2015
State,State,Current smokeless tobacco use,3,3.4,Tobacco,6.4,OVERALL,Overall,1-year,3.8,2015
State,State,Current smokeless tobacco use,1.3,2.4,Tobacco,21.9,14+ days of poor physical health in the past month,Physical Health Status,1-year,3.4,2015
State,State,Current smokeless tobacco use,3,3.5,Tobacco,6.8,<14 days of poor physical health in the past month,Physical Health Status,1-year,4,2015
State,State,Current smokeless tobacco use,,,Tobacco,38.7,American Indian or Alaskan Native,Race,1-year,,2015
State,State,Current smokeless tobacco use,,,Tobacco,37.7,Asian,Race,1-year,,2015
State,State,Current smokeless tobacco use,,,Tobacco,46.2,Black or African American,Race,1-year,,2015
State,State,Current smokeless tobacco use,0.7,1.5,Tobacco,28.3,Hispanic,Race,1-year,2.3,2015
State,State,Current smokeless tobacco use,,,Tobacco,45.3,Multiracial,Race,1-year,,2015
State,State,Current smokeless tobacco use,,,Tobacco,61,Native Hawaiian or other Pacific Islander,Race,1-year,,2015
State,State,Current smokeless tobacco use,,,Tobacco,66.6,Other race,Race,1-year,,2015
State,State,Current smokeless tobacco use,3.3,3.8,Tobacco,7,White,Race,1-year,4.3,2015
State,State,Current smokeless tobacco use,3.3,4.1,Tobacco,10.1,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,4.9,2015
State,State,Current smokeless tobacco use,2.5,3,Tobacco,8.5,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,3.5,2015
State,State,Current smokeless tobacco use,0.6,0.9,Tobacco,16.7,Female,Sex,1-year,1.2,2015
State,State,Current smokeless tobacco use,5.1,5.9,Tobacco,6.9,Male,Sex,1-year,6.7,2015
State,State,Current smokeless tobacco use,3,3.5,Tobacco,6.8,Heterosexual,Sexual Orientation,1-year,3.9,2015
State,State,Current smokeless tobacco use,,,Tobacco,38.1,"Lesbian, gay or bisexual",Sexual Orientation,1-year,,2015
State,State,Current smokeless tobacco use,2.4,2.8,Tobacco,7.4,Non Veteran,Veteran Status,1-year,3.2,2015
State,State,Current smokeless tobacco use,5.2,7,Tobacco,12.7,Veteran,Veteran Status,1-year,8.7,2015
State,State,Current smokeless tobacco use,1.8,2.5,Tobacco,13,Normal or underweight,Weight Status,1-year,3.1,2015
State,State,Current smokeless tobacco use,3.6,4.2,Tobacco,7.5,Overweight or obese,Weight Status,1-year,4.8,2015
State,State,E-cigarette use in the past 30 days,8.9,11.8,Tobacco,12.5,Age 18 to 24,Age,1-year,14.7,2015
State,State,E-cigarette use in the past 30 days,6.1,8.1,Tobacco,12.6,Age 25 to 34,Age,1-year,10.1,2015
State,State,E-cigarette use in the past 30 days,3.4,4.8,Tobacco,15.1,Age 35 to 44,Age,1-year,6.3,2015
State,State,E-cigarette use in the past 30 days,3.7,5,Tobacco,13,Age 45 to 54,Age,1-year,6.3,2015
State,State,E-cigarette use in the past 30 days,3.3,4.5,Tobacco,13.2,Age 55 to 64,Age,1-year,5.7,2015
State,State,E-cigarette use in the past 30 days,1.2,1.7,Tobacco,15,Age 65 or older,Age,1-year,2.2,2015
State,State,E-cigarette use in the past 30 days,3.5,4.5,Tobacco,10.8,"$35,000 to $74,999",Annual Household Income (V1),1-year,5.4,2015
State,State,E-cigarette use in the past 30 days,3.4,4.4,Tobacco,11.9,"$75,000 or more",Annual Household Income (V1),1-year,5.4,2015
State,State,E-cigarette use in the past 30 days,5.5,6.8,Tobacco,9.8,"Less than $35,000",Annual Household Income (V1),1-year,8.1,2015
State,State,E-cigarette use in the past 30 days,4.2,5.5,Tobacco,12.5,"$25,000 to <$50,000",Annual Household Income (V2),1-year,6.9,2015
State,State,E-cigarette use in the past 30 days,2.6,3.7,Tobacco,15.3,"$50,000 to <$75,000",Annual Household Income (V2),1-year,4.9,2015
State,State,E-cigarette use in the past 30 days,3.4,4.4,Tobacco,11.9,"$75,000+",Annual Household Income (V2),1-year,5.4,2015
State,State,E-cigarette use in the past 30 days,5.7,7.2,Tobacco,10.9,"Less than $25,000",Annual Household Income (V2),1-year,8.8,2015
